Density ,GSA ,VSA ,VF ,PV ,LCD ,PLD ,UG at PS ,UV at PS 
0.85,2138.32,1827.23,0.71,0.83,10.27,8.6,1.72,16.2
0.83,2211.34,1845.07,0.66,0.79,10.41,5.06,1.79,16.2
1.22,1214.6,1476.7,0.73,0.55,11.68,10.85,1.24,16.19
0.9,1951.82,1764.84,0.7,0.77,9.9,7.46,1.66,16.19
0.7,2711.16,1892.85,0.69,0.99,6.9,6.38,2.08,16.19
0.8,2034.63,1577.57,0.5,0.63,10.12,8,1.89,16.19
0.83,2161.82,1803.68,0.63,0.77,11.26,5.02,1.77,16.19
1.2,1238.8,1484.5,0.71,0.54,11.49,10.67,1.27,16.18
1.08,1226.63,1320.38,0.64,0.6,12.19,10.31,1.43,16.18
1.2,1359.48,1635.95,0.65,0.54,8.63,6.17,1.26,16.18
0.68,3090.28,2096.98,0.7,1.03,8.26,4.82,2.14,16.18
1.21,1031.55,1247.51,0.59,0.49,10.44,9.88,1.28,16.18
0.81,1984.22,1610.04,0.67,0.82,9.99,8.1,1.84,16.17
0.75,2343.21,1750.46,0.67,0.89,9.1,5.85,1.98,16.17
1.22,1269.81,1516.82,0.59,0.48,11.67,10.84,1.25,16.17
0.69,2860.4,1986.5,0.75,1.02,10.28,7.67,2.09,16.16
1.2,1352.6,1627.7,0.68,0.54,8.67,6.19,1.27,16.16
1.01,1384.4,1398.44,0.64,0.63,11.65,8.27,1.51,16.16
0.92,1735.78,1593.95,0.69,0.75,10.66,9.11,1.62,16.16
0.85,2645.89,2258.92,0.72,0.85,9.41,6.38,1.71,16.16
0.64,3119.5,2010.34,0.7,1.09,9.76,6.57,2.25,16.15
1.16,1156.29,1335.97,0.63,0.55,12.51,10.19,1.32,16.15
1.05,2283.8,2390.9,0.59,0.67,5.86,4.37,1.45,16.14
0.71,3636.64,2564.46,0.73,1.04,6.04,5.67,2.05,16.14
0.92,0,0,0.51,0.69,11.33,3.33,1.65,16.13
0.97,0,0,0.66,0.67,5.62,3.38,1.53,16.13
0.83,2562,2129.3,0.67,0.81,11.66,4.95,1.78,16.12
1.01,2194.18,2222.04,0.69,0.68,6.79,5.16,1.48,16.12
0.7,2835.14,1984.39,0.71,1.01,10.82,8.63,2.07,16.09
0.78,2276.97,1782.14,0.68,0.87,10.14,9.12,1.88,16.09
0.7,3366.55,2364.76,0.69,0.98,5.32,4.62,2.05,16.08
0.79,1945.34,1541.33,0.65,0.82,9.57,7.09,1.88,16.08
0.73,2636.69,1930.35,0.71,0.97,7.76,6.11,1.99,16.08
1.23,1182.9,1442.1,0.7,0.54,11.82,11.04,1.23,16.07
0.78,2579.95,2072.91,0.58,0.74,7.86,6.2,1.88,16.07
0.84,1395.7,1168.1,0.57,0.76,11.97,11.07,1.78,16.06
0.77,3016.8,2321.59,0.71,0.92,7.16,6.15,1.89,16.06
0.87,2128.94,1846.52,0.67,0.77,8.71,6.59,1.7,16.06
0.72,2132.66,1536.79,0.69,0.95,10.61,8.54,2,16.06
0.86,2251,1937.9,0.65,0.81,8.82,5.67,1.72,16.05
2.25,524.38,1180.45,0.58,0.26,8.98,3.96,0.7,16.05
0.92,2521.34,2322.79,0.7,0.76,6.25,5.76,1.6,16.05
1.23,1234.11,1506.1,0.57,0.46,11.39,10.61,1.23,16.05
1.18,1230.6,1458.11,0.63,0.53,11.02,9.78,1.27,16.04
0.76,2665.93,2023.09,0.69,0.91,8.1,5.72,1.92,16.04
1.24,976.1,1206.3,0.49,0.46,10.14,9.85,1.23,16.03
0.69,4069.7,2788.49,0.7,1.02,5.33,4.6,2.1,16.03
0.92,1763.19,1596.89,0.61,0.66,10.66,9.11,1.61,16.03
0.86,2133.8,1837.3,0.61,0.76,8.32,6.78,1.73,16.02
1.85,944.1,1745.6,0.61,0.37,7.05,6.46,0.83,16.02
0.91,1734.1,1585.7,0.73,0.75,10.63,9.13,1.62,16.01
0.55,2911.11,1611.49,0.69,1.24,5.55,4.5,2.51,16.01
0.73,2703.26,1983.99,0.69,0.95,8.55,6.38,1.97,16.01
0.75,2336.5,1743.3,0.65,0.94,7.34,7.14,1.94,16
0.68,2952.74,2004,0.7,1.03,9.77,5.29,2.12,16
0.6,4444.35,2652.74,0.73,1.23,7.75,4.49,2.33,16
1.28,1253.4,1598.3,0.51,0.54,6.64,4.88,1.2,15.99
0.87,2047.77,1788.32,0.71,0.81,10.1,8.73,1.66,15.99
1.22,1159.1,1464.9,0.73,0.54,11.56,10.79,1.23,15.98
0.83,2175.02,1802.93,0.68,0.83,11.26,5.02,1.75,15.98
0.73,3032.2,2219.2,0.77,0.97,8.44,5.41,1.95,15.97
0.87,2047.77,1788.32,0.71,0.81,10.1,8.73,1.66,15.97
0.85,2213.39,1875.36,0.67,0.8,8.79,6.78,1.73,15.97
1,1856.32,1852.35,0.65,0.65,7.72,5.88,1.5,15.96
0.8,2907.9,2316.1,0.82,0.9,7.49,6,1.78,15.95
0.74,2529.79,1864.07,0.67,0.91,8.45,6.59,1.96,15.95
1.22,1261.68,1516.74,0.59,0.48,11.64,10.81,1.23,15.95
1.03,1205.17,1243.7,0.65,0.63,4.42,3.76,1.45,15.94
1.03,1863.17,1911.74,0.68,0.66,5.72,4.56,1.45,15.93
0.88,2327.22,2051.34,0.66,0.75,6.24,5.2,1.67,15.93
0.66,2480.31,1643.71,0.69,1.04,10.77,9.2,2.18,15.93
1.46,1133.82,1653.09,0.6,0.41,6.58,6,1.05,15.93
1.49,1444.89,2153.45,0.7,0.47,6.45,4.93,1.02,15.93
0.87,2504.23,2189.64,0.67,0.77,7.09,5.63,1.67,15.93
0.84,2195.03,1835.11,0.7,0.83,6.12,3.96,1.73,15.92
0.79,2678.07,2102.47,0.69,0.88,8.6,5.12,1.83,15.92
0.74,3313.05,2646.41,0.64,0.86,6.92,5.54,1.94,15.92
0.84,1965.46,1840.48,0.54,0.65,6.69,5.05,1.76,15.92
1.07,2022.86,2171.88,0.53,0.49,6.11,4.84,1.41,15.91
0.91,1585.3,1450.4,0.71,0.7,11.64,10.76,1.61,15.9
0.74,2997.43,2229.57,0.72,0.96,7.06,6.3,1.91,15.9
1.07,1016.3,1084.58,0.55,0.52,9.65,7.54,1.4,15.89
0.9,0,0,0.52,0.72,11.37,3.15,1.66,15.88
0.99,1125.6,1117.3,0.52,0.62,13.16,12.36,1.52,15.88
1.04,750.65,781,0.7,0.67,7.34,7.09,1.44,15.88
1.22,1232.5,1503,0.73,0.54,11.72,10.91,1.22,15.87
0.96,1670.88,1603.93,0.61,0.64,9.79,8.86,1.54,15.87
0.91,0,0,0.51,0.71,11.42,3.45,1.64,15.85
0.85,2843.5,2405.4,0.73,0.83,7.09,6.41,1.7,15.85
1.19,1232.45,1464.14,0.63,0.53,11.03,9.86,1.25,15.85
1.11,1424.7,1578.97,0.65,0.58,9.28,6.18,1.35,15.85
0.71,2369.8,1674.9,0.6,0.94,8.56,5.36,2.03,15.84
0.99,1837.59,1818.9,0.67,0.68,5.83,4.1,1.49,15.84
0.72,2670.03,1911.65,0.68,0.95,6.29,5.47,2.03,15.84
1.46,1126.95,1643.08,0.6,0.41,6.63,6,1.04,15.84
0.72,3522.92,2543.38,0.72,0.99,5.73,4.73,1.97,15.84
0.88,2093.2,1848.4,0.67,0.76,7.68,6.97,1.64,15.82
0.92,2518.9,2320.6,0.69,0.76,6.23,5.75,1.58,15.82
0.71,3096.02,2211.67,0.72,1,6.77,5.5,1.97,15.82
0.82,2233.13,1832.32,0.7,0.86,8.35,5.45,1.75,15.82
1.07,1740.93,1854.69,0.68,0.64,6.46,6,1.39,15.82
0.88,2102.5,1854.5,0.68,0.75,7.62,6.92,1.64,15.81
1.11,1409.3,1561.9,0.55,0.58,9.28,6.17,1.34,15.81
0.66,2535.82,1675.15,0.68,1.03,9.14,7.73,2.17,15.81
0.86,2226.01,1916.34,0.69,0.8,8.84,5.68,1.69,15.81
0.83,2178.8,1806.1,0.74,0.82,11.26,5.02,1.73,15.8
0.84,2384.1,1991.52,0.69,0.82,8.79,6.71,1.72,15.8
0.72,2732.1,1963.8,0.67,0.96,7.96,5.79,1.98,15.79
0.85,2232.64,1891.43,0.7,0.83,6.96,5.32,1.7,15.79
0.72,3038.47,2182.44,0.69,0.96,5.46,4.8,1.99,15.79
0.91,2640.66,2393.32,0.71,0.78,6.3,5.72,1.6,15.79
0.78,1806.66,1411.81,0.65,0.83,13.16,9.3,1.9,15.79
0.89,2186.39,1984.81,0.54,0.61,7.23,5.61,1.65,15.79
1.88,0,0,0.62,0.33,4.85,2.87,0.82,15.78
0.84,2331.57,1960.49,0.69,0.82,6.01,4.42,1.73,15.78
0.72,2721.27,1956.01,0.69,0.96,7.95,5.79,1.98,15.77
0.69,3246.54,2328.19,0.64,0.93,7.2,5.85,2.04,15.77
0.9,1778.44,1610.01,0.6,0.67,10.62,9.14,1.61,15.77
0.7,2217.6,1556.7,0.68,0.92,10.14,9.6,2.03,15.76
0.96,1977.9,1905,0.62,0.7,9.18,7.37,1.54,15.76
1.08,2033.4,2203.62,0.69,0.64,6.37,5.48,1.35,15.76
0.85,2591.8,2212.7,0.8,0.84,9.58,6.48,1.67,15.75
0.85,2616.5,2233.8,0.81,0.84,9.42,6.39,1.66,15.74
0.65,2860.65,1867.18,0.72,1.1,6.87,5.89,2.12,15.74
0.63,3907.35,2480.27,0.71,1.11,6.52,4.7,2.21,15.74
0.94,1472.98,1380.56,0.61,0.65,7.1,6.72,1.59,15.74
1.08,1226.63,1320.38,0.64,0.6,12.19,10.31,1.39,15.74
1,1865.2,1861.2,0.61,0.65,7.73,5.88,1.47,15.73
0.77,2788.28,2149.6,0.72,0.94,8.26,6.52,1.83,15.73
1.06,1533.86,1623.13,0.68,0.64,5.97,4.63,1.39,15.73
0.79,1942.6,1535.8,0.71,0.85,11.33,10.26,1.81,15.71
1.05,1649.86,1739.36,0.63,0.6,7.64,6.34,1.4,15.7
0.81,1732.1,1403.2,0.62,0.8,14.37,9.53,1.79,15.69
0.72,2497.23,1803.98,0.69,0.95,9.13,8.41,1.95,15.69
0.91,1748.21,1598.55,0.69,0.75,10.63,9.14,1.58,15.68
0.79,1934.26,1529.21,0.67,0.85,11.32,10.23,1.8,15.68
0.95,2389.3,2266.7,0.78,0.75,8.21,5.81,1.51,15.67
0.81,2328,1879.9,0.63,0.84,9.75,4.32,1.79,15.67
0.83,2116.94,1763.77,0.65,0.78,8.56,6.71,1.74,15.67
0.8,2475.91,1971.05,0.65,0.82,6.63,5.53,1.85,15.67
0.6,4717.4,2828.28,0.74,1.23,6.82,5.46,2.28,15.66
0.67,2536.4,1706.4,0.65,1.03,7.1,6.53,2.09,15.65
0.77,2441.59,1888.49,0.66,0.85,5.59,5.04,1.85,15.65
1.19,1279.17,1464.6,0.57,0.48,11.46,10.71,1.23,15.65
0.83,2168.49,1821.17,0.58,0.71,5.36,4.69,1.76,15.64
0.86,2269.5,1959.5,0.69,0.79,8.42,5.54,1.67,15.63
0.84,2909.4,2456.31,0.72,0.86,7.94,5.02,1.68,15.63
1.13,1085.52,1223.01,0.57,0.5,10.79,9.47,1.32,15.63
1.25,1217.01,1500.99,0.58,0.46,11.55,10.76,1.17,15.63
0.83,1482.4,1231,0.52,0.75,10.48,8.62,1.78,15.62
0.7,2677.1,1869,0.65,0.98,6.91,6.38,2,15.62
0.72,3283.1,2347.89,0.72,1.01,6.01,4.3,1.95,15.62
1.03,1304.1,1344.9,0.61,0.6,12.15,9.97,1.42,15.61
0.83,2428.04,2017.51,0.68,0.81,7.96,5.61,1.74,15.6
1.02,1866.49,1909.76,0.68,0.66,5.76,4.58,1.42,15.6
0.97,1101.08,1063.54,0.58,0.6,11.77,8.71,1.55,15.6
0.84,2097,1768.6,0.63,0.77,8.56,6.71,1.71,15.59
0.83,2011.55,1661.31,0.66,0.8,10.29,8.18,1.74,15.58
1.12,1049.1,1175.7,0.46,0.5,8.45,7.82,1.33,15.57
0.9,1933.1,1740.4,0.7,0.74,8.54,6.59,1.59,15.57
0.85,1635.4,1395,0.6,0.76,12.18,8.09,1.7,15.57
1.24,1497.6,1860.2,0.67,0.53,5.99,5.1,1.18,15.57
0.77,2109.34,1629.46,0.65,0.84,9.13,8.49,1.84,15.57
0.61,2468.06,1501.06,0.63,1.03,8.17,7.76,2.27,15.56
1.2,1239.13,1487.34,0.65,0.54,10.97,9.78,1.22,15.56
0.79,2184.24,1729.8,0.67,0.85,9.09,7.7,1.81,15.56
1.42,1224.11,1744.16,0.65,0.45,7.11,5.01,1.05,15.55
1.3,1100.92,1428.76,0.66,0.51,7.18,6.67,1.15,15.54
1.25,1210.7,1478.8,0.74,0.53,11.65,10.82,1.17,15.53
0.62,4095.86,2523.14,0.74,1.2,7.06,5.79,2.19,15.53
1.05,1651,1726.5,0.63,0.63,9.43,7.54,1.38,15.52
0.64,3679.84,2359.32,0.71,1.12,5,4.4,2.16,15.52
0.84,1418.5,1262.5,0.62,0.72,9.15,7.41,1.7,15.51
0.85,1652.8,1396.7,0.6,0.77,12.26,8.12,1.7,15.51
0.93,1283.05,1190.43,0.65,0.7,9.65,9.35,1.57,15.51
0.94,1889.78,1778.56,0.67,0.72,6.04,4.57,1.52,15.51
0.97,2114.3,2050.85,0.64,0.66,6.29,5.07,1.5,15.51
1.26,1213.57,1505.85,0.58,0.46,11.58,10.81,1.15,15.51
0.84,1606.67,1353,0.66,0.78,13.62,4.26,1.72,15.5
0.79,1936.6,1531,0.71,0.85,11.32,10.23,1.78,15.5
0.81,2012.91,1633.62,0.64,0.79,6.32,5.54,1.77,15.5
0.97,0,0,0.74,0.7,10.47,2.57,1.45,15.49
0.97,1791.59,1741.91,0.66,0.68,8.13,6.97,1.49,15.49
1.02,1623.59,1655.08,0.65,0.63,6.25,5.98,1.42,15.48
0.8,2186.57,1742.51,0.66,0.83,8.42,6.8,1.78,15.48
0.81,2160.4,1740.5,0.62,0.82,9.1,7.67,1.77,15.47
0.91,1316.31,1194.94,0.65,0.72,9.59,9.41,1.6,15.47
0.78,2413.4,1877.6,0.7,0.87,8.88,6.35,1.8,15.46
1.17,1509.95,1768.47,0.65,0.56,6.26,4.94,1.25,15.45
0.82,1289.3,1059.71,0.61,0.74,13.66,12.42,1.78,15.45
1.5,728.16,1094.16,0.56,0.37,5.89,4.54,1,15.45
1.12,1944.9,2215.6,0.51,0.46,5.87,4.68,1.31,15.45
1.65,671.5,1109.7,0.42,0.32,6.57,4.46,0.91,15.44
0.78,2106.8,1639.48,0.68,0.88,10.25,8.69,1.81,15.44
0.76,2543.99,1923.73,0.67,0.89,8.22,6,1.86,15.44
0.99,1351.5,1336.3,0.61,0.67,11.12,5.13,1.45,15.43
0.94,1248.93,1171.52,0.64,0.68,9.48,9.24,1.55,15.43
1.98,483.03,958.33,0.55,0.28,5.01,3.92,0.76,15.43
1.04,1824.19,1904.63,0.68,0.65,5.53,4.86,1.39,15.42
0.84,1606.67,1353,0.66,0.78,13.62,4.26,1.71,15.42
0.77,2291.28,1769.42,0.69,0.89,9.05,4.23,1.83,15.42
0.89,0,0,0.64,0.72,4.25,3.58,1.61,15.41
1.03,1171.23,1206.93,0.68,0.66,5.74,3.98,1.39,15.41
0.66,4001.52,2644.62,0.68,1.03,6.46,5.33,2.11,15.41
0.85,1613.89,1376.68,0.65,0.76,12.18,8.09,1.68,15.41
1.26,1199.5,1500.7,0.74,0.52,11.56,10.76,1.15,15.4
0.84,3071,2582.8,0.72,0.84,6.65,5.09,1.67,15.4
0.65,4500.6,2906.55,0.73,1.13,6.04,4.9,2.11,15.4
0.78,2819.6,2207.7,0.74,0.9,7.08,5.59,1.78,15.39
0.87,1792.1,1553.34,0.67,0.77,7.27,6.59,1.63,15.39
0.75,2281.57,1709,0.67,0.89,9.33,5.79,1.88,15.39
1.09,1592.32,1728.54,0.62,0.58,7.42,6.24,1.33,15.38
1.15,1004.7,1160.3,0.5,0.55,17.01,5.47,1.28,15.37
0.85,1655.09,1398.67,0.65,0.77,12.26,8.12,1.69,15.37
0.95,2413.34,2289.48,0.71,0.75,8.22,5.82,1.48,15.37
1.14,842.42,959.75,0.61,0.54,13.36,4.43,1.27,15.36
0.81,2404.91,1937.02,0.68,0.84,7.75,5.95,1.75,15.36
0.87,1610.3,1403.6,0.62,0.74,10.11,8.61,1.64,15.35
0.83,2264.43,1890.23,0.7,0.84,8.39,5.24,1.67,15.35
0.89,2160.1,1893.4,0.68,0.75,7.5,6.79,1.57,15.34
0.9,1930.58,1741.58,0.65,0.72,8.5,6.21,1.58,15.34
0.98,2115.6,2076,0.6,0.69,5.67,4.52,1.45,15.33
0.73,2251.87,1653.69,0.68,0.92,9.51,8.23,1.89,15.32
0.76,2501.3,1891.4,0.67,0.89,8.22,6,1.83,15.31
1.43,827.86,1186.71,0.58,0.4,5.63,4.57,1.02,15.3
0.64,2316.02,1483.96,0.68,1.06,11.18,10.8,2.17,15.3
0.79,1939.93,1533.68,0.67,0.85,11.33,10.26,1.76,15.3
0.91,2044.8,1869.1,0.62,0.7,8.12,6.61,1.56,15.29
0.7,2902.9,1982.7,0.71,0.99,10.82,8.63,1.97,15.28
0.86,1320.62,1130.38,0.62,0.73,11.95,11.34,1.68,15.28
0.69,2602.85,1800.16,0.69,1,5.23,4.63,1.96,15.28
0.99,1349.2,1329.2,0.53,0.63,12.46,10.5,1.45,15.27
1.22,1443.5,1764.8,0.53,0.57,6.84,5.53,1.2,15.27
0.79,2715.37,2136.52,0.72,0.92,8.21,6.6,1.74,15.27
0.7,3525.13,2452.95,0.69,1,6,4.34,1.95,15.27
0.76,2256.13,1715.13,0.66,0.87,8.78,5.95,1.84,15.27
0.91,1882.52,1714.37,0.65,0.72,6.35,5.48,1.56,15.27
0.99,2302.52,2203.09,0.52,0.53,5.6,4.96,1.48,15.26
1.08,1674.9,1805.4,0.61,0.64,8.27,5.84,1.33,15.25
0.86,2173.31,1873.55,0.7,0.81,8.11,7.27,1.63,15.25
0.8,1798.04,1397.24,0.58,0.73,10.58,9.02,1.74,15.25
1.31,1099.6,1437.6,0.49,0.51,5.72,3.8,1.11,15.24
0.9,1375.4,1242.2,0.49,0.7,11.32,3.75,1.58,15.23
0.77,2205.2,1695.1,0.69,0.89,10.51,8.82,1.8,15.23
0.8,2362.79,1891.05,0.67,0.84,9.83,5.81,1.73,15.23
1.1,1680.9,1852.8,0.64,0.63,8.8,4.02,1.29,15.22
0.78,2701.02,2109.25,0.7,0.89,6.98,4.32,1.77,15.22
1.09,1307.08,1423.77,0.63,0.58,7.74,5.3,1.32,15.21
0.77,1974.25,1518.1,0.65,0.85,9.16,8.23,1.84,15.2
1.29,1067.96,1319.55,0.51,0.39,12.15,9.97,1.12,15.2
1.26,874.79,1103.03,0.61,0.48,11.23,10.75,1.16,15.18
0.92,1830.04,1670.68,0.52,0.56,7.04,6.58,1.57,15.18
0.85,1468.1,1243,0.52,0.72,10.02,8.19,1.69,15.17
0.79,1748.98,1382.43,0.66,0.83,10.58,9.02,1.76,15.17
0.8,2339.43,1901.47,0.6,0.75,9.83,5.81,1.73,15.17
0.8,1099.3,879,0.49,0.78,14.84,10.49,1.79,15.16
0.87,2220.43,1930.48,0.71,0.81,6.16,5.07,1.61,15.16
1.04,1532.3,1600.3,0.6,0.62,9.35,6.37,1.37,15.15
1,1847.21,1823.21,0.56,0.56,6.65,6.23,1.42,15.15
0.77,2466.7,1899,0.68,0.87,8.2,5.43,1.79,15.14
0.8,2397.7,1919,0.68,0.85,9.83,5.82,1.72,15.14
0.71,2542.59,1794.49,0.69,0.98,6.5,5.43,1.92,15.14
1.1,1749.82,1916.12,0.68,0.62,6.23,4.33,1.29,15.14
0.72,3520.19,2517.35,0.72,1,6.94,6.57,1.89,15.14
1.27,985.5,1251.4,0.5,0.45,9.96,9.32,1.14,15.13
1.56,609.7,951.22,0.55,0.35,6.32,5.24,0.94,15.13
1.11,2084.04,2307.02,0.67,0.61,5.46,4.42,1.29,15.13
0.78,2757.34,2163.92,0.69,0.88,7.4,5.65,1.74,15.12
0.83,2355.03,1953.21,0.68,0.82,7.55,6.11,1.67,15.12
0.87,1359.34,1186.62,0.67,0.76,5.31,4.41,1.61,15.12
0.77,2278.66,1748.83,0.65,0.85,8.24,6.46,1.82,15.12
2.16,698.5,1507.5,0.52,0.28,7.66,4.86,0.68,15.1
0.84,1604.43,1351.25,0.61,0.72,9.91,8.69,1.66,15.1
0.84,3020.55,2540.33,0.71,0.85,6.63,5.09,1.63,15.09
1.04,1547.98,1616.7,0.65,0.62,9.38,6.36,1.36,15.08
1.15,1005.68,1161.41,0.63,0.55,17.01,5.47,1.25,15.06
0.82,1995.5,1635.8,0.72,0.82,15.02,4.24,1.67,15.06
0.91,1738.4,1590.5,0.6,0.7,9.02,7.15,1.54,15.05
0.88,2152.5,1899,0.68,0.78,7.1,6.1,1.57,15.05
0.88,2227.1,1959.6,0.69,0.76,7.81,5.77,1.57,15.05
0.88,1492.53,1315.65,0.62,0.7,8.52,6.78,1.61,15.05
1.08,1865.22,2019.16,0.66,0.61,6.16,5.91,1.29,15.05
1.15,1005.68,1161.41,0.63,0.55,17.01,5.47,1.25,15.05
0.84,1815.3,1525.05,0.71,0.84,6.14,5.57,1.63,15.05
1.29,1125.52,1452.18,0.64,0.5,11.38,10.5,1.1,15.05
0.77,2270.12,1740.19,0.66,0.86,8.78,5.84,1.8,15.04
0.94,1722.43,1622.18,0.65,0.69,5.27,4.47,1.48,15.04
1,1801.76,1797.32,0.7,0.7,7.38,4.49,1.38,15.04
1.44,1240.3,1781.5,0.49,0.41,6.52,5.22,1,15.03
0.88,2775.8,2434.6,0.75,0.81,7.94,5.02,1.56,15.02
0.74,2517.25,1854.96,0.69,0.94,10.88,8.56,1.85,15.02
0.79,1747.16,1380.99,0.66,0.83,10.55,8.99,1.74,15.01
0.76,2712.63,2061.48,0.68,0.9,8.08,5.86,1.8,15
1.02,1621.3,1652.8,0.61,0.63,6.25,5.98,1.37,14.99
0.87,2101.3,1837.3,0.69,0.78,8.57,8.26,1.58,14.98
1.48,237.01,349.9,0.63,0.42,4.87,3.72,0.98,14.98
1.08,1662.12,1790.1,0.66,0.62,8.08,5.03,1.31,14.98
0.83,2618.99,2164.81,0.7,0.84,7.33,5.55,1.65,14.98
0.87,1867.33,1618.51,0.68,0.79,9.57,7.7,1.59,14.97
0.85,1966.77,1663.33,0.64,0.76,8.19,5.38,1.64,14.97
0.8,2604.36,2142.88,0.66,0.82,9.14,6.55,1.69,14.97
1.32,1068.4,1410,0.49,0.51,5.64,3.81,1.09,14.96
0.83,2059.4,1709.9,0.64,0.8,9.33,8.27,1.66,14.96
1.03,1638.92,1691.29,0.67,0.65,5.6,4.11,1.35,14.96
0.84,1658.62,1331.07,0.55,0.65,9.91,8.69,1.64,14.96
0.76,2150.08,1706.4,0.56,0.74,8.78,5.95,1.8,14.96
1.06,1032.8,1095.1,0.45,0.54,10.84,9.62,1.36,14.95
0.96,1905.1,1825.8,0.71,0.73,13.77,4.51,1.43,14.95
1.7,658.55,1117.84,0.58,0.34,8.89,8.88,0.86,14.95
1.45,773.76,1121.03,0.58,0.4,8.64,6.55,0.99,14.95
1.03,2142.6,2212.4,0.69,0.66,6.38,5.48,1.34,14.94
1.07,1415.71,1514.3,0.66,0.62,10.65,9.48,1.3,14.93
0.82,2080.65,1715.15,0.65,0.79,5.73,5.04,1.67,14.93
1.7,658.55,1117.84,0.58,0.34,8.89,8.88,0.86,14.92
0.87,1857.41,1607.57,0.68,0.79,9.6,7.74,1.58,14.92
0.87,1003.3,873.37,0.4,0.46,14.48,12.83,1.65,14.92
0.87,1856.1,1606.5,0.68,0.78,9.6,7.74,1.57,14.91
0.93,1103.62,1026.67,0.59,0.64,11.43,10.13,1.53,14.91
1.21,1105.93,1335.97,0.62,0.51,12.15,9.97,1.17,14.91
0.91,1712.78,1552.63,0.65,0.72,7.52,6.87,1.52,14.91
0.81,2771.6,2253.3,0.83,0.88,8.15,7.95,1.64,14.9
0.85,1929.91,1643.89,0.65,0.77,7.81,6.88,1.62,14.9
0.7,1817.98,1374.75,0.54,0.77,11.18,10.8,1.97,14.9
0.83,2581.52,2155.22,0.71,0.85,9.03,5.96,1.61,14.89
0.96,1984.37,1905.49,0.66,0.69,5.4,4.83,1.44,14.89
0.8,1507.97,1209.98,0.61,0.76,7.94,4.51,1.72,14.89
0.95,1346,1283,0.59,0.69,11.29,4.84,1.46,14.88
0.81,1912.1,1541.9,0.62,0.82,13.11,3.92,1.69,14.88
0.82,2767.07,2275.76,0.69,0.84,6.71,6.02,1.65,14.87
0.66,3252.44,2136.3,0.7,1.07,7.66,6.17,2.01,14.87
0.89,1310.3,1171.35,0.66,0.74,8.08,5.91,1.53,14.87
1.13,1966.9,2222.49,0.69,0.61,6.75,5.28,1.22,14.86
0.96,2299.28,2019.23,0.55,0.58,7.24,5.9,1.45,14.86
0.89,1843.9,1639.1,0.6,0.73,8.34,7.34,1.55,14.85
0.8,1230.7,1114.6,0.66,0.82,9.97,8,1.7,14.85
1.68,480.99,807.46,0.58,0.35,5.38,4,0.85,14.85
1.1,1456.86,1595.64,0.65,0.59,6.19,5.52,1.27,14.85
0.94,2020.6,1895.3,0.64,0.68,8.18,6.62,1.46,14.84
1.35,906.8,1222.7,0.47,0.42,9.83,9.16,1.06,14.84
0.79,2677.76,2113.68,0.7,0.89,7.93,4.96,1.71,14.84
0.76,2298.44,1841.01,0.64,0.83,10.88,8.56,1.77,14.84
0.79,2170.5,1723.7,0.63,0.83,8.71,7.89,1.73,14.83
1.09,1803.56,1967.09,0.67,0.62,5.78,5.27,1.28,14.83
1.45,771.98,1121.72,0.58,0.4,8.65,6.54,0.98,14.83
1.27,992.38,1260.05,0.57,0.45,9.96,9.32,1.12,14.83
1.1,1731.35,1904.33,0.65,0.59,6.38,5.96,1.28,14.82
0.87,1835.9,1591.2,0.68,0.78,9.55,7.69,1.56,14.81
1.15,0,0,0.67,0.58,4.1,3.02,1.22,14.81
0.89,1576.64,1411.09,0.64,0.72,10.1,8.6,1.54,14.81
0.84,1591.99,1340.77,0.61,0.72,9.9,8.68,1.63,14.81
0.7,2374.17,1656.13,0.66,0.95,8.65,5.48,1.92,14.81
0.8,2454.28,1952.46,0.67,0.84,8.04,5.24,1.71,14.8
0.86,2978.79,2553.49,0.66,0.77,6.45,5.24,1.57,14.79
1.36,0,0,0.47,0.49,5.25,3.7,1.04,14.78
0.88,2704.4,2390.04,0.7,0.79,10.24,7.98,1.53,14.78
0.84,1537.06,1298.06,0.66,0.78,9.9,6.43,1.61,14.78
0.64,3542.12,2279.58,0.7,1.09,6.9,4.81,2.05,14.77
0.77,2749.47,2120.87,0.68,0.88,6.75,4.51,1.74,14.76
0.85,1948.14,1665.38,0.65,0.76,7.78,6.86,1.6,14.75
0.91,1361.34,1232.04,0.66,0.73,9.41,5.33,1.5,14.75
1.44,777.82,1116.71,0.58,0.4,8.62,6.54,0.98,14.75
1.17,898.6,1047.5,0.48,0.52,10.33,10.21,1.2,14.73
0.74,2695.13,1992.7,0.68,0.92,9.62,8.65,1.8,14.73
0.81,3085.88,2490.44,0.7,0.87,6.79,6.06,1.66,14.73
0.8,3342.16,2669.9,0.71,0.89,6.21,5.36,1.67,14.73
0.89,1447.95,1289.74,0.61,0.69,16.09,5.9,1.56,14.73
1.24,639.11,791.67,0.62,0.5,5.08,3.77,1.14,14.73
1.23,0,0,0.71,0.57,10.69,2.62,1.11,14.72
0.8,2648.9,2116.5,0.78,0.89,9.16,6.55,1.66,14.72
0.89,1682.92,1499.98,0.68,0.76,9.3,6.37,1.51,14.72
0.87,2432.12,2109.73,0.66,0.76,7.21,5.67,1.56,14.72
0.86,2141.02,1851.2,0.67,0.78,8.25,6.48,1.57,14.72
