Density ,GSA ,VSA ,VF ,PV ,LCD ,PLD ,UG at PS ,UV at PS 
0.64,3645.05,2331.45,0.77,1.2,9.45,8.09,3.55,25.2
0.79,2629.86,2073.28,0.72,0.91,10.58,10.44,2.94,25.2
0.52,5141.14,2682.4,0.77,1.47,6.66,6.06,4.14,25.19
0.69,2887.77,2000.86,0.76,1.1,12.02,7.59,3.25,25.19
0.78,3196.8,2487.2,0.74,0.95,6.7,5.7,2.97,25.15
1.65,959,1579.69,0.67,0.41,10.89,10.48,1.48,25.15
0.62,3643.39,2241.44,0.76,1.23,10.17,6.59,3.62,25.14
0.53,2421.08,1281.81,0.75,1.42,19.29,18.27,4.27,25.14
0.61,3450.99,2108.27,0.76,1.25,11,7.66,3.64,25.11
0.76,2175.2,1663.8,0.7,0.93,14.13,12.09,3.03,25.1
0.78,2472.18,1927.8,0.74,0.95,9.32,7.21,2.98,25.08
1.37,1721.01,2356.87,0.77,0.56,7.17,5.54,1.77,25.05
0.69,3083.57,2114.46,0.77,1.13,15.06,6.22,3.26,25.05
0.5,7455.23,3725.31,0.78,1.56,6.15,5.37,4.29,25.04
0.81,2208.1,1792.5,0.74,0.91,13.93,5.58,2.82,25.03
0.65,3403.94,2220.46,0.76,1.16,9.69,7.11,3.42,25.03
0.61,3257.88,1992.26,0.77,1.25,9.67,8.39,3.6,25.01
0.7,2796.07,1958.55,0.76,1.09,12.76,8.48,3.21,25
0.51,7841.95,3966.11,0.81,1.59,6.34,5.41,4.2,24.97
0.64,3413.04,2177.03,0.77,1.2,10.65,7.14,3.51,24.96
0.52,4698.65,2450.54,0.79,1.51,8.39,6.97,4.15,24.96
0.58,4043.4,2364.1,0.84,1.33,11.39,7.09,3.75,24.92
0.57,3995.5,2273.53,0.78,1.37,10.42,6.7,3.84,24.9
0.37,2860.66,1064.93,0.96,2.57,16.34,15.69,6.22,24.89
1.23,2619.83,3224.56,0.86,0.7,8.51,6.29,1.98,24.88
0.5,7178.42,3615.53,0.77,1.54,5.89,4.81,4.24,24.88
1.91,1042.7,1994.9,0.6,0.36,5.92,4.65,1.26,24.87
0.51,5478.35,2818.44,0.77,1.49,6.6,5.37,4.14,24.87
0.61,2242.4,1367.3,0.7,1.21,12.48,11.21,3.69,24.85
0.95,2558.41,2441.33,0.75,0.78,7.05,6.21,2.45,24.84
0.59,3836.87,2272.8,0.74,1.25,8.83,6.21,3.71,24.83
0.54,4600.66,2503.81,0.76,1.4,7.39,6.34,3.99,24.82
0.69,2975.8,2057.5,0.8,1.11,11.86,5.71,3.21,24.81
0.5,7936.16,3995.02,0.8,1.6,5.96,5.04,4.23,24.8
0.82,1811.97,1483.85,0.72,0.87,15.44,9.2,2.84,24.78
0.63,3483,2202.8,0.77,1.2,16.25,12.97,3.52,24.76
0.98,2412.78,2367.8,0.75,0.77,8.26,6.56,2.33,24.76
0.33,3697.32,1234.64,0.96,2.88,14.48,14.22,6.83,24.72
0.83,2669.24,2224.22,0.75,0.91,11.06,6.83,2.71,24.71
0.55,2071.3,1139.5,0.79,1.38,20.9,12.46,3.99,24.7
0.56,6047.55,3365.37,0.78,1.4,6.19,5.37,3.86,24.7
0.65,3551.38,2294.04,0.76,1.18,11.12,8.61,3.4,24.7
0.54,2620.8,1406.2,0.77,1.42,17.93,17.51,4.09,24.66
0.55,3662.4,2032.4,0.78,1.39,17.82,5.7,3.95,24.65
0.53,3799.94,2016.01,0.77,1.45,17.82,5.7,4.09,24.65
0.63,3358.8,2121.6,0.84,1.22,18.07,6.71,3.44,24.64
0.56,2630.99,1467.46,0.76,1.37,14.1,13.22,3.91,24.61
0.68,3343.75,2265.26,0.78,1.14,11.07,7.45,3.24,24.61
0.55,3367.86,1856.57,0.76,1.39,11.48,8.35,3.91,24.61
0.48,3289.11,1576.42,0.94,1.97,12.47,12,4.85,24.61
2.69,581.48,1563.8,0.61,0.23,7.01,4.47,0.9,24.61
0.64,3315.42,2103.01,0.7,1.09,10.13,5.37,3.43,24.61
0.79,3065,2406.7,0.76,0.97,7.37,6.18,2.84,24.6
0.63,3406,2131.1,0.81,1.21,17.17,6.73,3.45,24.56
0.55,2529.37,1390.04,0.75,1.37,16.17,15.21,3.97,24.56
0.62,2333.7,1447.8,0.72,1.19,12.09,10.74,3.57,24.55
0.63,3351.1,2116.69,0.77,1.22,18.04,6.69,3.42,24.55
0.81,2531.06,2047.55,0.71,0.88,10.7,10.57,2.79,24.54
0.6,6035.68,3638.39,0.8,1.33,6.78,5.95,3.57,24.53
0.9,2357.17,2118.16,0.76,0.84,8.12,7.19,2.5,24.52
0.67,3893.79,2627.44,0.92,1.37,9.67,9.57,3.49,24.51
0.72,2712.9,1948.6,0.76,1.05,12.7,8.48,3.06,24.5
0.64,3434.86,2209.43,0.76,1.18,12.41,6.45,3.39,24.5
0.6,3156.4,1904.3,0.81,1.26,12.58,11.5,3.58,24.48
0.6,3188.73,1923.79,0.76,1.26,12.58,11.5,3.57,24.48
0.65,3572.2,2321.9,0.83,1.18,11.93,5.98,3.33,24.46
0.62,3457.06,2158.59,0.72,1.16,8.52,5.76,3.52,24.46
0.73,2327.6,1709.79,0.76,1.03,15.98,7.52,3.03,24.45
0.53,4389.56,2335.85,0.77,1.44,9.79,6.61,4,24.44
0.7,2403.26,1693.58,0.73,1.03,13.52,12.77,3.18,24.44
0.5,7454.68,3750.18,0.79,1.58,6.35,5.36,4.16,24.42
0.72,1724.57,1246.8,0.73,1.02,15.66,9.58,3.05,24.42
0.53,4422.9,2353.6,0.8,1.44,9.8,6.59,4.01,24.4
1.12,1486.51,1671.32,0.67,0.59,8.1,6.73,2.06,24.39
0.49,7054.97,3434.76,0.78,1.6,6.18,5.34,4.27,24.39
0.63,3005.58,1903.29,0.76,1.19,11.99,10.8,3.43,24.38
0.72,1731.6,1251.9,0.77,1.02,15.66,9.58,3.06,24.36
1.13,1733.89,1959.19,0.67,0.59,6.97,5.76,2.06,24.36
0.59,3204.47,1883.68,0.73,1.25,8.93,7.89,3.68,24.36
0.9,2113.54,1900.14,0.76,0.85,7.18,6.8,2.55,24.36
0.8,2211.29,1769.66,0.74,0.92,13.91,5.53,2.78,24.35
0.4,5881.71,2336.54,0.95,2.4,9.66,9.19,5.73,24.35
0.56,3629.34,2023.25,0.74,1.33,8.61,7.7,3.86,24.35
0.79,1607.4,1272.79,0.68,0.85,10.13,9.28,2.89,24.34
0.64,3306.2,2106.5,0.77,1.16,10.13,5.37,3.38,24.33
0.55,3030.53,1675.53,0.74,1.35,10.94,10.12,3.89,24.31
0.75,2540.76,1894.66,0.71,0.96,8.63,7.31,3.01,24.3
0.56,3969.13,2210.7,0.74,1.32,8.29,6.9,3.91,24.29
0.53,4387.01,2305.8,0.72,1.36,9.79,6.61,3.98,24.29
0.78,2501.85,1952.93,0.74,0.94,11.46,8.17,2.84,24.28
1.02,2868.3,2937.33,0.71,0.7,6.47,5.22,2.2,24.24
2.45,639.42,1569.26,0.61,0.25,6.99,5.69,0.98,24.24
0.52,4294.61,2238.55,0.77,1.48,16.38,6,4,24.23
2.77,555.06,1534.97,0.61,0.22,7.68,5.13,0.86,24.23
0.47,2712.49,1285.37,0.8,1.68,25.62,25.49,4.4,24.21
0.66,3352.03,2220.15,0.72,1.08,10.83,6.31,3.27,24.21
0.81,2164,1763.1,0.67,0.9,13.65,8.63,2.77,24.2
0.74,3665.79,2714.58,0.76,1.02,8.79,5.26,2.95,24.2
0.64,3406.73,2181.35,0.76,1.19,11.02,7.37,3.34,24.19
0.72,2737.64,1948.32,0.69,0.96,12.7,8.48,3.03,24.17
0.98,1804.43,1772.22,0.72,0.73,9.29,8.65,2.31,24.15
0.64,2857.96,1816.32,0.76,1.2,17.89,6.53,3.38,24.14
0.66,3365.86,2222.84,0.76,1.15,9.69,7.21,3.25,24.13
0.58,4111.95,2395.86,0.77,1.33,10.1,7.18,3.61,24.1
1.98,954.4,1888.8,0.59,0.34,5.83,4.56,1.18,24.08
0.65,3444.58,2241.66,0.76,1.18,12.45,12.07,3.29,24.07
0.56,3916.76,2175.23,0.71,1.29,9.38,8.81,3.92,24.07
0.85,2732.89,2313.53,0.77,0.91,5.57,4.38,2.6,24.04
0.52,5471.93,2829.89,0.77,1.49,7.85,5.66,4.04,24.04
0.51,5437.66,2799.42,0.75,1.46,6.77,5.25,4.08,24.04
0.6,3620.89,2163.26,0.74,1.24,7.89,7.05,3.57,24.03
2.14,616.5,1321.4,0.51,0.27,7.25,4.23,1.09,24.02
0.71,2329.31,1647.56,0.69,0.97,5.75,4.71,3.1,24.02
0.62,3342.2,2081.1,0.83,1.23,14.03,7.36,3.42,24.01
1.08,2115.7,2287.2,0.57,0.69,6.67,5.39,2.13,24.01
0.59,2003.9,1172.3,0.8,1.29,20.44,12.01,3.63,24.01
0.57,2943.42,1676.04,0.72,1.26,8.91,7.73,3.81,24.01
0.55,4895.69,2683.71,0.77,1.41,6.42,5.21,3.78,24.01
0.59,2901.69,1719.16,0.75,1.26,15.72,10.87,3.65,24.01
0.59,2906.8,1722.2,0.73,1.26,15.71,10.87,3.66,24
0.88,1823.9,1599.6,0.65,0.82,11.19,8.47,2.56,23.99
0.78,2365.45,1849.81,0.76,0.98,13.48,9.63,2.79,23.99
1.07,1273.5,1362.2,0.65,0.69,17.66,16.43,2.12,23.98
1.12,1477.71,1651.31,0.67,0.6,8.09,6.74,2.03,23.96
0.98,1625.7,1592.3,0.65,0.73,11.25,8.39,2.31,23.94
0.74,3692.34,2734.62,0.76,1.02,8.85,5.25,2.92,23.94
0.72,3073.81,2193.97,0.73,1.01,10.91,6.78,2.97,23.94
0.59,6529.16,3832.59,0.8,1.36,6.19,5.35,3.55,23.92
0.86,2311.26,1976.6,0.72,0.84,9.29,7.99,2.6,23.92
0.61,2228,1361.7,0.82,1.23,17.18,16.38,3.49,23.9
1.11,1233.9,1364.85,0.63,0.57,8.28,7.8,2.09,23.9
0.87,2537.4,2207.25,0.7,0.81,6.76,5.59,2.57,23.9
0.85,2313.95,1975.05,0.71,0.84,9.29,7.97,2.6,23.89
0.71,2969.71,2121.1,0.72,1,9.59,6.62,3.08,23.86
0.69,4367.79,3035.47,0.77,1.1,7.03,5.86,3.07,23.85
1.48,949.13,1400.09,0.58,0.39,5.97,5.51,1.57,23.85
0.62,3335.91,2058.43,0.75,1.21,9.07,7.7,3.45,23.85
3.07,501.53,1541.78,0.61,0.2,6.07,4.21,0.77,23.85
0.69,2493.1,1717.6,0.77,1.08,17.65,14.42,3.13,23.84
0.86,2077.62,1789.22,0.74,0.86,14.83,5.75,2.54,23.84
0.62,3226.2,2004.4,0.79,1.2,13.37,12.1,3.42,23.83
0.52,6818.96,3545.6,0.79,1.53,6.01,5.06,3.93,23.83
0.61,3296.84,2014.43,0.75,1.22,13.37,12.1,3.46,23.81
0.89,2074.56,1849.44,0.7,0.78,7.64,6.92,2.5,23.81
1.14,1463.76,1668.54,0.67,0.59,8.08,6.72,1.98,23.81
0.54,3730.28,1999.56,0.77,1.43,14.91,6.2,3.87,23.8
0.53,5277.03,2820.4,0.77,1.45,7.73,7.46,3.85,23.8
0.59,3062.66,1812.49,0.74,1.25,12.04,9.82,3.57,23.77
1.16,1460.84,1687.65,0.72,0.62,7.04,6.33,1.95,23.76
0.76,3532.01,2688.26,0.75,0.99,8.59,5.14,2.83,23.76
0.57,3854.64,2205.36,0.76,1.33,10.39,7.55,3.63,23.76
0.6,3781.1,2267,0.75,1.24,11.24,5.94,3.5,23.74
0.75,1597.7,1203.7,0.64,0.94,17.44,16.95,2.97,23.73
0.63,3161.8,2003.1,0.82,1.2,13.94,7.42,3.34,23.73
0.7,1695.93,1178.78,0.74,1.07,17.69,10.17,3.04,23.71
0.72,3683.41,2644.15,0.77,1.07,6.3,5.39,2.98,23.71
0.72,3074.3,2207.3,0.81,1.05,10.9,6.78,2.94,23.69
0.53,4891.24,2614.66,0.75,1.4,5.91,5.25,3.84,23.69
0.83,2021.24,1673.27,0.69,0.84,10.57,8.16,2.65,23.68
0.54,3731.7,2000.3,0.8,1.43,14.91,6.21,3.82,23.65
1.17,1629.95,1911.19,0.66,0.56,8.67,5.3,1.93,23.65
0.5,5265.69,2611.62,0.76,1.54,7.2,6.18,4.04,23.65
0.53,4964.76,2700.4,0.74,1.41,10.77,7.28,3.84,23.64
0.76,3531.26,2694.75,0.76,0.99,8.6,5.14,2.81,23.63
0.96,2443.75,2355.67,0.74,0.77,6.26,5.5,2.31,23.62
0.68,1743.86,1177.5,0.75,1.11,17.69,10.17,3.11,23.62
0.67,2945.24,1969.52,0.75,1.12,11.12,9.19,3.16,23.61
1.15,1460.21,1683.34,0.67,0.58,8.06,6.7,1.95,23.61
0.53,5129.6,2700.9,0.85,1.47,10.8,7.29,3.81,23.59
0.7,2373.08,1664.71,0.71,1.01,12.38,6.94,3.09,23.59
0.62,2439.7,1516.5,0.71,1.18,14.88,10.11,3.45,23.58
0.71,3087.7,2180.3,0.82,1.07,11.08,7.04,2.95,23.57
0.59,3410.87,2012.03,0.76,1.29,12.2,11.18,3.53,23.57
0.66,3339.48,2187.41,0.76,1.16,10.87,8.82,3.22,23.56
0.58,3685.3,2132.22,0.76,1.32,9.61,7.6,3.58,23.55
0.49,4297.36,2004.71,0.75,1.52,11.25,10.2,4.02,23.53
0.94,2090.79,1970.91,0.71,0.75,10.56,8.11,2.32,23.52
1.08,2082.1,2262.3,0.56,0.69,6.62,5.37,2.09,23.51
0.63,2974.2,1887,0.77,1.19,12.02,10.8,3.34,23.51
0.71,2579.59,1844.08,0.7,0.98,8.57,7.68,3.03,23.51
0.71,1764.36,1255.79,0.71,0.99,17.91,11.74,3.04,23.51
0.8,2461.61,1978.79,0.73,0.9,11.03,7.88,2.68,23.5
0.61,2679.79,1642.08,0.73,1.2,11.78,11.55,3.43,23.5
0.72,3021,2183.4,0.81,1.04,10.89,6.87,2.91,23.49
0.78,2114.91,1645.68,0.72,0.92,13.42,10.81,2.78,23.49
1.16,1436.48,1670.65,0.67,0.57,8.06,6.7,1.92,23.49
0.67,2873.7,1921.7,0.78,1.12,11.16,9.19,3.14,23.48
0.65,3259.21,2103.31,0.75,1.16,9.24,7.35,3.26,23.48
0.54,3592.19,1845.3,0.75,1.39,17.41,13.97,3.77,23.47
1.09,2124.4,2305.4,0.56,0.68,6.67,5.41,2.07,23.46
0.83,2209.58,1829.65,0.73,0.88,13.77,9.33,2.62,23.46
0.67,3178.92,1988.71,0.71,1.05,11.12,9.19,3.14,23.45
0.58,3548.8,2072.4,0.74,1.25,13.31,8.63,3.6,23.44
0.61,4266.3,2617.8,0.82,1.24,8.91,6.79,3.38,23.44
0.64,3459.84,2216.89,0.76,1.18,8.36,6.28,3.25,23.44
0.71,3122.25,2204.67,0.76,1.07,11.1,7.05,2.95,23.44
0.73,2882.83,2103.66,0.75,1.02,10.49,7.37,2.88,23.44
0.63,3343.27,2113.74,0.74,1.18,10.03,5.46,3.3,23.44
1,1357.59,1357.87,0.7,0.7,17.29,12.65,2.21,23.43
2.23,535.31,1191.69,0.59,0.26,8.94,8.02,1.03,23.43
1.08,2182.6,2354.9,0.56,0.68,6.63,5.37,2.08,23.42
0.53,5572.05,2971.06,0.76,1.43,7.98,6.83,3.83,23.42
0.79,1327.9,1055.4,0.63,0.89,21.49,18.91,2.76,23.41
0.73,2639.7,1936.59,0.71,0.97,8.79,7.58,2.94,23.41
0.64,3169.71,2023.37,0.74,1.16,11.52,7.33,3.26,23.41
0.67,3400.7,2271.13,0.76,1.14,12.63,11.16,3.13,23.4
0.86,2352.04,2017.73,0.7,0.81,7.77,7.27,2.54,23.4
0.92,1953.3,1800.3,0.68,0.78,12.27,7.4,2.36,23.38
0.62,1849.18,1153.67,0.75,1.2,20.38,12.04,3.36,23.35
0.57,4131.24,2361.68,0.75,1.3,7.99,6.67,3.62,23.35
1.73,1251.9,2165,0.64,0.37,6.51,4.66,1.29,23.34
0.69,3086.3,2128.9,0.73,1.05,8.61,7.89,3.04,23.34
0.61,4308.89,2643.88,0.76,1.24,8.91,6.8,3.34,23.34
0.54,5048.47,2731.68,0.76,1.4,7.17,6.16,3.77,23.34
0.82,3027.98,2487.62,0.73,0.89,7,5.35,2.6,23.32
0.6,3572.06,2132.65,0.76,1.27,12.17,7.54,3.46,23.31
0.65,2425.3,1570.2,0.72,1.13,11.79,11.55,3.23,23.3
1.09,2137.4,2315,0.56,0.68,6.62,5.36,2.05,23.29
0.62,3685,2302.1,0.79,1.18,9.92,5.89,3.32,23.28
0.51,6737.97,3440.25,0.79,1.54,6,5.02,3.89,23.27
0.6,3878.42,2355.15,0.97,1.61,10.1,7.04,3.39,23.27
2.41,562.21,1353.11,0.59,0.25,7.19,5.96,0.95,23.25
0.58,5321.2,3105.02,0.93,1.59,8.76,7.11,3.81,23.25
0.6,3573.6,2133.56,0.76,1.27,12.17,7.54,3.45,23.24
0.61,2880.1,1746.5,0.74,1.22,13.33,11.99,3.44,23.23
1.64,971.1,1604.8,0.53,0.39,8.65,5.77,1.37,23.22
0.67,3206.65,2156.94,0.73,1.08,8.61,7.89,3.1,23.22
1,1596.38,1581.13,0.61,0.61,11.23,8.2,2.19,23.21
0.72,3062.46,2190.89,0.72,1,10.91,6.87,2.87,23.21
0.81,2983.34,2416.61,0.78,0.96,7.62,6.79,2.59,23.2
0.7,3398.38,2362.19,0.73,1.05,8.27,7.57,2.99,23.19
0.57,4121.29,2355.99,0.75,1.31,7.99,6.69,3.59,23.19
0.65,2261.01,1474.11,0.72,1.1,13.73,13.21,3.25,23.19
0.71,2396.2,1702.2,0.69,0.99,13.29,7.78,2.98,23.18
1.11,2280.3,2533,0.63,0.67,6.45,4.93,1.98,23.15
0.68,2568.96,1747.22,0.73,1.08,10.15,9.65,3.08,23.14
0.68,3189.92,2169.17,0.76,1.12,13.19,11.62,3.05,23.13
0.68,3616.3,2476.8,0.78,1.08,7.93,6.24,3.02,23.12
0.67,2289.3,1543.7,0.73,1.08,16.1,15.33,3.13,23.09
0.59,3466.3,2061.2,0.8,1.26,11.64,7.87,3.44,23.09
0.78,2375.47,1862.21,0.73,0.93,9.89,6.94,2.7,23.08
0.83,2325.1,1932.85,0.9,1.09,10.87,10.22,2.69,23.07
0.68,2874.4,1956.2,0.73,1.1,10.26,8.7,3.06,23.06
1.29,1454.1,1870.1,0.63,0.57,16.63,5.96,1.7,23.06
0.94,2133,1997.9,0.67,0.77,10.09,7.23,2.29,23.06
0.57,4978.05,2842.04,0.77,1.36,8.14,6.97,3.51,23.06
0.59,3504.78,2054.97,0.76,1.29,11.64,7.87,3.45,23.05
0.62,3234.31,2016.38,0.75,1.2,15.73,13.35,3.31,23.03
0.9,1771.99,1579.32,0.61,0.68,11.18,8.25,2.41,23.03
0.65,3052.25,1993.02,0.73,1.12,7.17,6.63,3.17,23.02
0.82,2259.4,1849.8,0.68,0.89,18.41,3.91,2.59,23.01
0.67,2291.08,1544.95,0.73,1.08,16.1,15.33,3.1,23.01
0.64,3186.26,2025.24,0.74,1.17,11.69,7.46,3.21,23
0.7,1892.7,1321.8,0.69,1.02,15.99,15.9,3.02,22.99
0.49,7607.16,3733.48,0.78,1.59,5.57,4.92,3.98,22.99
0.51,5830.77,2994.15,0.78,1.51,7.61,6.67,3.88,22.98
0.79,2352.79,1861.83,0.73,0.93,11.38,7.85,2.66,22.98
2.52,677.15,1706.95,0.68,0.27,9.52,4.38,0.89,22.98
0.67,2749.69,1853.12,0.74,1.1,12.93,5.23,3.07,22.95
0.7,1892.06,1321.41,0.71,1.01,15.98,15.9,3.01,22.93
0.79,1527.21,1181.5,0.62,0.79,17.01,16.59,2.71,22.93
0.7,3021.7,2121.9,0.78,1.05,10.19,8.59,2.93,22.91
0.64,4177.67,2686.06,0.77,1.19,6.11,5.45,3.14,22.91
0.97,2125.14,2064.03,0.71,0.73,8.28,7.7,2.21,22.91
0.72,3028.6,2183.1,0.8,1.04,11.99,8.05,2.85,22.89
0.63,3718.1,2346.2,0.81,1.2,9.33,7.97,3.21,22.89
0.79,1499.65,1181.23,0.71,0.9,17.01,16.59,2.7,22.86
0.63,2196.88,1381.24,0.74,1.17,14.25,13.49,3.29,22.85
0.59,3744.26,2214.73,0.74,1.26,10.37,8.96,3.41,22.84
0.7,3048.58,2083.32,0.71,1.01,11.37,9.71,2.9,22.83
0.54,3715.27,1997.89,0.75,1.4,9.95,8.43,3.68,22.82
0.58,5191.68,2986.47,0.77,1.33,7.63,6.61,3.44,22.81
0.88,2249.65,1982.82,0.72,0.81,9.26,8.02,2.4,22.81
0.66,3122.62,2068.63,0.74,1.11,9.63,5.95,3.09,22.79
1,1639.07,1636.5,0.66,0.66,8.87,6.24,2.17,22.79
1.12,1396.08,1570.21,0.68,0.6,10.81,9.69,1.9,22.75
0.6,3417.5,2052.5,0.74,1.2,13.14,8.5,3.39,22.74
0.76,2858.27,2166.11,0.75,0.99,11.98,8.06,2.7,22.74
0.64,4880.86,3134.91,0.77,1.19,7.56,5.32,3.15,22.73
0.87,1748.68,1513.13,0.64,0.74,7.75,6.97,2.46,22.71
0.71,2124.92,1500.06,0.73,1.03,10.88,10.55,2.95,22.7
0.64,4880.86,3134.91,0.77,1.19,7.56,5.32,3.15,22.7
1.1,1994.7,2203.5,0.83,0.69,12.67,10.76,1.91,22.66
0.5,7550.85,3747.95,0.8,1.6,5.86,4.69,3.88,22.65
0.68,2807.55,1905.47,0.73,1.08,9.64,6.86,3,22.64
0.72,2466.6,1787.4,0.67,0.99,13.15,9.6,2.89,22.61
0.69,2934.2,2035.64,0.76,1.09,19.25,6.72,2.89,22.59
0.84,2855.7,2398.3,0.75,0.89,8.89,8.28,2.45,22.57
0.62,3413.8,2114.8,0.77,1.2,15.78,13.12,3.27,22.56
0.57,2692.83,1541.42,0.75,1.31,17.88,5.63,3.5,22.55
0.69,2943.2,2041.9,0.84,1.09,19.23,6.71,2.9,22.54
0.9,2257.46,2030.4,0.75,0.83,12.13,7.28,2.3,22.53
0.69,2583.09,1790.38,0.73,1.05,11.11,8.77,2.94,22.53
0.71,2725.56,1924.35,0.72,1.02,12.37,10.01,2.91,22.51
0.85,2376.18,2012.81,0.69,0.82,11.31,6.85,2.46,22.49
1.08,1686.85,1825.04,0.67,0.62,7.69,5.38,1.98,22.49
0.95,1550.6,1466,0.65,0.75,20.69,7.65,2.22,22.48
0.69,2775.35,1916.74,0.74,1.07,11.32,8.35,2.94,22.48
0.71,2654.1,1872.9,0.81,1.06,13.94,8.23,2.84,22.47
0.78,2605.7,2028.6,0.74,0.93,8.95,6.92,2.62,22.47
0.72,2576.9,1961.4,0.71,1.01,10.96,9.27,2.85,22.46
0.98,2066.5,2032.3,0.76,0.74,11.12,6.79,2.12,22.46
0.71,2885.79,2049.8,0.74,1.04,12.67,6.47,2.86,22.46
0.58,5193.8,2987.7,0.82,1.34,7.63,6.61,3.37,22.44
1.1,1810.53,1987.53,0.67,0.61,6.96,5.01,1.93,22.44
0.99,3005.99,2979.37,0.71,0.72,6.41,4.84,2.11,22.44
0.92,2535.05,2144.6,0.65,0.71,11.06,6.31,2.26,22.44
0.69,2982.16,2053.53,0.73,1.06,11.79,6.97,2.93,22.43
0.53,6138.89,3263.58,0.76,1.43,5.55,4.69,3.64,22.43
0.66,4764.1,3124.65,0.77,1.18,7.59,5.36,3.04,22.41
0.7,2534.1,1781.2,0.74,1.04,11.11,8.75,2.9,22.41
0.71,4240.16,2999.97,0.78,1.1,6.12,4.96,2.84,22.41
0.72,2073.81,1486.8,0.72,1.01,10.92,10.61,2.87,22.41
0.88,1784,1577,0.65,0.8,19.49,6.96,2.37,22.4
0.66,4764.1,3124.65,0.77,1.18,7.59,5.36,3.04,22.4
0.77,3190.1,2455.2,0.73,0.96,8.5,6.03,2.65,22.39
0.78,2173.1,1688.7,0.66,0.94,15.28,13.38,2.67,22.39
0.91,2123.83,1943.04,0.73,0.8,12.08,6.65,2.24,22.39
0.57,3536.36,2032.62,0.73,1.27,8.53,6.61,3.45,22.38
0.84,2597.07,2186.7,0.76,0.9,6.05,4.81,2.46,22.37
1.02,2769.89,2826.9,0.71,0.69,6.23,5.13,2.04,22.37
0.61,3413.02,2071.32,0.72,1.19,8.39,6.11,3.28,22.37
0.64,3422.2,2206.54,0.73,1.14,8.72,7.94,3.16,22.36
0.7,2312.53,1607.6,0.73,1.05,10.19,9.64,2.94,22.36
0.97,2105.33,2047.13,0.73,0.75,11.04,6.77,2.13,22.36
0.64,3668.2,2345.53,0.76,1.18,9.31,7.97,3.1,22.36
0.95,1540.85,1456.84,0.71,0.75,20.69,7.65,2.22,22.35
0.92,2340.6,2150.9,0.72,0.79,11.06,6.3,2.25,22.34
0.69,2739.93,1892.34,0.7,1.02,7.54,6.35,2.92,22.34
0.36,8197.77,2959.43,0.93,2.58,7.86,7.67,5.78,22.34
0.87,1599.12,1396.14,0.66,0.75,5.85,5.06,2.39,22.34
0.95,1561.81,1461.25,0.63,0.67,20.69,7.65,2.22,22.33
0.98,2076.3,2028.6,0.76,0.75,11.11,6.77,2.11,22.32
1.57,940.41,1477.82,0.67,0.43,13.74,10.35,1.38,22.32
0.98,2080.98,2033.13,0.73,0.75,11.11,6.77,2.11,22.29
0.73,2423.1,1757,0.69,0.97,12.17,11.41,2.8,22.28
0.58,5208.41,2976.29,0.74,1.29,7.63,6.61,3.37,22.28
0.81,1331.23,1075.36,0.73,0.9,19.13,18.43,2.58,22.27
1.61,908.84,1465.53,0.66,0.41,13.15,10.08,1.34,22.26
1.65,1002.4,1640.6,0.52,0.38,9.06,5.65,1.3,22.25
0.71,3076.8,2178.7,0.76,1.05,10.07,8.57,2.8,22.25
0.6,3663.5,2188.95,0.75,1.26,13.26,11.33,3.3,22.25
0.78,2538.4,1975.32,0.72,0.93,11.93,6.18,2.61,22.25
0.78,2186.2,1698.9,0.65,0.94,15.25,13.38,2.65,22.24
0.64,4873.23,3136.89,0.77,1.19,7.56,5.32,3.07,22.24
1.27,1457.6,1848.48,0.66,0.52,7.97,4.48,1.68,22.22
1.3,1603.65,2082.36,0.71,0.55,7.59,6.9,1.63,22.22
0.57,3826.46,2170.15,0.75,1.31,13.18,5.57,3.43,22.21
0.73,2401.52,1741.36,0.7,0.97,12.18,11.41,2.81,22.19
0.76,1757.1,1333,0.71,0.95,15.97,6.39,2.67,22.18
0.64,4873.23,3136.89,0.77,1.19,7.56,5.32,3.06,22.18
0.72,2697.89,1912.71,0.63,0.88,12.37,10.01,2.83,22.18
0.61,3011.9,1836.9,0.76,1.18,11.51,8.64,3.22,22.17
0.89,2446.81,2170.69,0.72,0.81,7.57,6.97,2.32,22.17
1.12,3513,3934.62,0.87,0.78,6.4,5.02,1.93,22.15
0.98,2069.99,2035.81,0.73,0.74,11.12,6.79,2.09,22.15
0.65,3549.89,2317.84,0.75,1.15,7.67,6.76,3.03,22.15
0.54,4467.67,2413.46,0.74,1.36,6.85,6.45,3.66,22.14
1.04,2279.8,2360.7,0.65,0.72,7,5.66,2.02,22.13
0.56,3525.28,1981.69,0.74,1.32,13.15,8.95,3.47,22.13
0.88,1598.01,1402.64,0.66,0.75,5.81,5.04,2.35,22.12
0.76,2838.7,2217.73,0.65,0.85,6.42,5.78,2.65,22.12
0.7,2576.82,1790.41,0.65,0.93,11.11,8.77,2.85,22.12
0.67,2245.63,1497.07,0.7,1.05,10.09,9.11,3.05,22.11
1.34,1336,1794.9,0.6,0.49,6.22,4.79,1.56,22.1
0.64,3316.1,2124.33,0.72,1.13,10.35,8.86,3.1,22.1
0.72,3286.28,2382.41,0.74,1.03,8.14,7.11,2.76,22.1
0.66,4749.53,3136.6,0.77,1.17,7.56,5.34,2.98,22.09
1.05,2345.6,2457.7,0.64,0.7,6.31,4.82,1.99,22.08
