Density ,GSA ,VSA ,VF ,PV ,LCD ,PLD ,UG at PS ,UV at PS 
0.67,2829.23,1901.36,0.69,1.03,9.35,6.79,2.69,20.08
1.22,1310.4,1595,0.63,0.55,8.21,7.57,1.54,20.07
0.87,2052.52,1749.4,0.61,0.71,10.7,8.13,2.14,20.07
0.72,2586.6,1868.3,0.68,1,12.02,4.54,2.53,20.06
1.29,1255.5,1614.2,0.57,0.5,8.91,7.1,1.47,20.06
1.26,1261.2,1592.6,0.58,0.52,10.4,6.24,1.5,20.06
0.96,2274.28,2187.01,0.74,0.77,10.86,5.09,1.93,20.06
0.79,4619.96,3640.43,0.77,0.98,5.97,5.03,2.31,20.06
0.7,2847,2001.6,0.78,1.03,12.47,5.92,2.56,20.05
1.23,1290.7,1588.2,0.63,0.54,8.11,7.39,1.52,20.05
0.96,2233.43,2149.11,0.73,0.76,10.52,5.09,1.93,20.05
0.96,2253.38,2173.9,0.74,0.76,10.85,5.1,1.92,20.05
0.68,2855.23,1942.43,0.73,1.08,9.11,7.34,2.64,20.05
0.57,4748.92,2701.77,0.78,1.37,6.65,4.94,3.07,20.05
0.72,3670.26,2629.42,0.75,1.04,7.7,5.47,2.51,20.05
1.34,2048.79,2741.42,0.74,0.55,6.61,4.79,1.41,20.04
1.06,2233.7,2370.9,0.55,0.68,6.77,4.27,1.8,20.03
0.63,4310.62,2722.41,0.75,1.19,7.23,6.02,2.79,20.03
0.77,2325.27,1792.44,0.69,0.89,12.16,7.31,2.38,20.03
0.62,3403.79,2117.37,0.76,1.22,9.14,8.12,2.83,20.03
0.89,2123.07,1880.86,0.69,0.78,13.23,6.69,2.06,20.03
0.73,2276.84,1671.51,0.7,0.96,14.37,11.09,2.47,20.02
0.89,2116.83,1878.96,0.69,0.78,13.24,6.69,2.06,20.02
1.53,781.44,1199.25,0.64,0.41,8.93,8.54,1.27,20
0.76,3145.88,2388.45,0.74,0.97,9.86,8.03,2.37,20
0.89,2118.03,1880.86,0.69,0.78,13.24,6.7,2.06,20
0.89,2120.24,1877.78,0.69,0.78,13.21,6.68,2.06,20
0.95,2709.59,2580.88,0.69,0.73,6.05,4.94,1.94,19.99
0.74,1976.11,1457.49,0.71,0.96,20.74,16.64,2.49,19.99
0.79,2801.68,2213.13,0.7,0.89,4.87,4.21,2.33,19.98
0.84,2905.31,2436.32,0.72,0.86,8.59,6.47,2.17,19.98
0.74,2725.79,2029.16,0.72,0.96,8.06,6.1,2.41,19.98
1.04,1345.3,1399.6,0.58,0.63,17.37,5.4,1.82,19.97
0.63,3272.1,2058.64,0.75,1.2,9.15,7.96,2.79,19.97
0.89,2115.16,1874.66,0.69,0.78,13.27,6.71,2.06,19.96
0.88,2163.33,1901.99,0.69,0.79,13.19,6.67,2.08,19.96
0.78,2203.2,1737.3,0.78,0.93,16.3,6.63,2.31,19.95
0.98,1803.03,1202.43,0.63,0.64,16.5,9.15,1.87,19.94
0.87,2078.9,1805.2,0.6,0.77,9.67,7.85,2.14,19.93
0.87,2685.89,2271.64,0.58,0.67,6.5,5.99,2.16,19.93
0.77,2483.79,1923.34,0.69,0.89,9.22,8.65,2.36,19.92
0.8,2564.35,2041.14,0.73,0.92,9.93,6.47,2.26,19.91
0.63,4206.05,2651.39,0.72,1.15,5.84,5.12,2.81,19.91
0.86,2498.3,2138.6,0.74,0.83,8.53,6.06,2.11,19.9
0.86,2064.38,1778.73,0.71,0.82,10.69,7.42,2.13,19.9
0.54,4286.35,2335.51,0.74,1.36,8,6.86,3.17,19.89
0.74,2522.8,1866.4,0.77,0.97,14.73,5.13,2.42,19.88
0.82,2548,2089,0.77,0.87,9.31,8.11,2.21,19.88
0.66,2944.7,1930.98,0.74,1.14,9.79,7.89,2.71,19.88
0.64,3208.14,2047.87,0.75,1.18,8.93,7.4,2.74,19.88
0.77,1913.4,1468.3,0.61,0.88,12,11.12,2.39,19.87
0.89,2117.11,1877.47,0.69,0.78,13.21,6.7,2.05,19.87
0.81,1826.35,1472.24,0.67,0.83,11,10.18,2.32,19.86
0.67,2929.56,1951.94,0.74,1.11,10.4,7.38,2.67,19.85
0.78,2748.6,2139.4,0.79,0.95,11.75,5.65,2.29,19.84
0.62,3383.42,2108.52,0.75,1.21,9.16,7.99,2.8,19.84
1.52,785.16,1192.76,0.64,0.42,9.07,8.51,1.27,19.84
0.81,1826.35,1472.24,0.67,0.83,11,10.18,2.31,19.83
0.98,1624.92,1592.65,0.71,0.72,11.16,8.02,1.91,19.83
0.69,2691.12,1855.1,0.68,0.99,10.37,6.69,2.61,19.83
0.89,2115.96,1872.47,0.69,0.78,13.28,6.7,2.05,19.83
0.95,1584.42,1379.34,0.52,0.55,5.87,4.95,1.98,19.83
1.26,1260.4,1593.2,0.59,0.52,9.53,4.72,1.48,19.82
0.98,1215.74,1196.53,0.71,0.72,16.5,9.15,1.86,19.81
0.64,3215.44,2061.42,0.75,1.16,8.87,7.52,2.72,19.81
0.7,3160.79,2199.89,0.73,1.05,7.75,7.2,2.56,19.79
0.87,2463.3,2135,0.74,0.82,8.51,6.05,2.08,19.78
1.23,1287,1579.6,0.63,0.54,8.21,7.59,1.5,19.78
0.91,1962.4,1782.7,0.72,0.77,12.4,5.63,2,19.76
1.2,1340.7,1610.5,0.63,0.56,8.39,7.72,1.54,19.75
0.85,1469.1,1250,0.7,0.83,15.42,6.05,2.14,19.75
0.96,2022.7,1946.8,0.72,0.72,8.96,8,1.9,19.74
0.92,1932,1784.4,0.72,0.76,12.35,5.62,1.98,19.73
0.75,1702.4,1280.3,0.81,0.95,14.6,9.55,2.37,19.73
0.52,5948.64,3087.51,0.76,1.46,5.19,4.6,3.25,19.73
0.58,3422.16,1997.26,0.74,1.26,8.61,7.55,2.98,19.73
0.79,3416.9,2690.57,0.74,0.94,5.95,5.21,2.27,19.71
0.67,2893.95,1930.23,0.74,1.11,8.91,7.7,2.64,19.71
1.28,1265,1624.7,0.58,0.51,10.31,5.62,1.45,19.7
0.79,2224,1742.2,0.77,0.92,16.53,6.7,2.25,19.7
0.74,2207.53,1638.6,0.7,0.95,11.51,6.01,2.43,19.69
0.77,2428.92,1861.53,0.66,0.86,6.54,5.94,2.37,19.69
1.76,957.8,1683.3,0.61,0.4,5.5,4.14,1.07,19.68
0.73,2180.1,1594.1,0.71,0.97,12.58,12.06,2.46,19.68
1.39,1190.8,1649.6,0.59,0.46,8.7,6.41,1.35,19.68
0.74,2657.1,1968.7,0.71,0.92,10.93,7.54,2.41,19.68
1.08,2242.03,2165.76,0.61,0.56,6.85,6.17,1.71,19.68
0.85,2753.16,2286.2,0.58,0.68,6.4,5.97,2.17,19.68
0.78,2904.2,2277.5,0.79,0.94,10.88,5.94,2.26,19.66
0.63,2918.6,1834.1,0.71,1.12,10.7,8.31,2.78,19.66
1.18,1590.9,1871.2,0.7,0.59,7.25,5.45,1.59,19.66
1,2078.19,2092.82,0.54,0.53,6.76,6.36,1.84,19.66
0.62,3492.59,2159.31,0.73,1.18,10.01,8.63,2.81,19.65
0.7,2750.4,1918.94,0.7,1.01,6.91,6.3,2.52,19.65
1.25,1252.2,1561.4,0.63,0.53,8.12,7.23,1.47,19.64
1.2,1325.7,1590.6,0.63,0.56,8.44,7.85,1.53,19.64
0.8,2939.32,2351.83,0.71,0.89,6.26,5.56,2.2,19.64
0.8,2939.32,2351.83,0.71,0.89,6.26,5.56,2.2,19.63
1.51,765.01,1153.63,0.62,0.41,9.46,9.45,1.27,19.63
0.78,2262.74,1754.41,0.68,0.88,11.25,10.3,2.33,19.63
1.51,765.01,1153.63,0.62,0.41,9.46,9.45,1.27,19.6
0.71,2711.4,1924.06,0.72,1.02,11.89,6.24,2.5,19.6
0.59,5357.58,3182.13,0.75,1.26,5.66,4.78,2.89,19.6
0.94,2405.86,2254.55,0.72,0.77,6.79,5.84,1.97,19.59
0.72,2830.37,2032.53,0.71,0.99,10.3,8.98,2.47,19.59
0.69,2853.4,1976.9,0.74,1.03,10.47,7.25,2.55,19.58
0.85,2145.64,1816.47,0.71,0.84,10.83,7.21,2.13,19.58
0.64,1770.15,1132.73,0.67,1.05,14.23,4.75,2.76,19.57
0.65,3655.93,2380.13,0.73,1.12,8.59,6.14,2.7,19.56
0.8,1642.8,1312.4,0.53,0.82,11.75,8.71,2.3,19.55
0.89,1264.2,1116.6,0.61,0.76,17.81,10.58,2.07,19.54
0.74,2207.7,1638.7,0.68,0.95,11.51,6.01,2.42,19.54
0.68,2957.08,2014.36,0.71,1.04,7.35,6.43,2.6,19.54
0.67,2927.4,1965.8,0.71,1.06,9.07,7.18,2.62,19.53
0.52,6089.16,3183.25,0.78,1.49,5.4,4.6,3.19,19.53
0.67,2837.49,1907.98,0.73,1.09,9.35,7.33,2.6,19.53
1.21,1315,1585.8,0.63,0.56,8.41,7.8,1.51,19.52
0.94,2564.18,2402.3,0.7,0.75,6.58,4.87,1.93,19.52
0.63,3840.79,2416.51,0.75,1.2,8.02,6.9,2.74,19.52
0.69,2852.89,1976.54,0.71,1.03,10.46,7.25,2.53,19.52
0.62,3347.02,2083.35,0.75,1.21,9.28,8.19,2.76,19.52
1.24,1261.5,1563.3,0.63,0.53,8.11,7.64,1.47,19.51
1.22,1685.77,2064.93,0.73,0.59,7.69,5.96,1.51,19.51
0.7,2804.31,1950.99,0.73,1.06,5.18,4.17,2.51,19.51
0.78,2219.6,1734.1,0.79,0.93,16.39,6.74,2.25,19.5
0.82,2939.63,2419.8,0.73,0.89,8.71,6.1,2.16,19.49
0.77,2877.78,2216.97,0.71,0.92,8.83,6.75,2.27,19.49
1.21,1320.9,1599.6,0.63,0.55,8.46,7.97,1.5,19.48
0.84,2377,1993.5,0.73,0.86,9.82,4.44,2.13,19.48
0.6,3381.67,2039.29,0.74,1.22,8.76,6.86,2.82,19.48
0.96,2237.05,2153.73,0.67,0.69,6.68,6.06,1.88,19.48
1.1,518.94,571.65,0.62,0.56,4.74,3.91,1.66,19.48
0.59,3608.4,2135,0.71,1.21,10.56,7.3,2.93,19.47
1.25,1245.3,1552.8,0.62,0.53,8.09,7.35,1.46,19.47
0.87,1392.03,1210.56,0.68,0.79,17.72,10.42,2.1,19.47
0.62,3716.01,2302,0.72,1.16,7.92,6.38,2.78,19.47
0.71,3849.62,2747.51,0.74,1.04,6.65,6.18,2.46,19.46
0.67,2881.35,1943.84,0.73,1.09,8.59,6.76,2.58,19.46
0.78,2255.8,1749.1,0.65,0.88,11.25,10.3,2.3,19.45
0.73,2768.3,2033.2,0.74,0.97,10.31,8.99,2.41,19.45
2.68,425.6,1142.5,0.41,0.2,8.39,6.92,0.71,19.44
0.62,2933.9,1817.8,0.68,1.13,10.23,9.41,2.83,19.43
1.22,1685.54,2060.88,0.73,0.6,7.66,6,1.51,19.43
1.19,1575.38,1870.47,0.7,0.59,7.28,5.55,1.56,19.43
1.18,0,0,0.61,0.51,5.59,3.13,1.56,19.42
0.77,2974.04,2282.82,0.71,0.93,7.02,5.64,2.28,19.41
0.63,2939.17,1852.99,0.63,1,10.71,8.31,2.76,19.41
0.63,3317.57,2075.55,0.76,1.21,9.25,8.18,2.73,19.4
0.78,3130.11,2451.07,0.73,0.93,6.73,4.78,2.24,19.4
0.63,3303.63,2082.87,0.75,1.19,9.09,7.87,2.71,19.4
0.8,2885.3,2318.93,0.71,0.88,7.29,6.52,2.18,19.39
0.78,1454.8,1132.5,0.61,0.87,17.54,10.03,2.33,19.38
0.71,3035.1,2151.3,0.79,1.04,10.13,6.71,2.43,19.37
0.75,1628.39,1224.21,0.69,0.91,17.64,10.04,2.39,19.37
0.76,1594.17,1205.25,0.69,0.91,17.54,10.01,2.38,19.37
0.89,2661.4,2358.1,0.67,0.81,11.29,5.71,2,19.36
0.66,3029.27,1994.63,0.74,1.13,10.15,7.36,2.63,19.35
0.71,2768.3,1956.3,0.73,0.99,9.06,8.41,2.46,19.34
0.63,3355.8,2109.41,0.75,1.2,9.05,7.93,2.71,19.34
0.78,2838.7,2222.2,0.8,0.93,9.98,6.16,2.23,19.33
0.64,3217.8,2044.89,0.75,1.18,9.02,7.84,2.68,19.33
0.72,2546.9,1822.32,0.7,0.98,9.77,8.9,2.45,19.32
1.22,1302.4,1582.8,0.62,0.55,8.14,7.63,1.48,19.3
0.68,3643.32,2486.07,0.71,1.03,6.79,4.89,2.57,19.3
0.98,2245.47,2210.38,0.67,0.68,6.66,6.04,1.83,19.3
0.84,2783.07,2342.42,0.75,0.89,5.09,4.63,2.11,19.3
0.64,1782.5,1136.2,0.63,1.06,14.23,4.75,2.71,19.29
0.77,2655.17,2047.48,0.74,0.96,9.74,9.14,2.26,19.29
0.72,2082.81,1499.52,0.69,0.96,12.49,12.06,2.46,19.29
1.11,1992.48,2207.27,0.69,0.62,6.03,4.77,1.64,19.28
0.88,2307.16,2039.83,0.73,0.82,8.13,6.18,1.99,19.26
0.9,1329.85,1199.26,0.65,0.72,14.01,13.55,2.01,19.26
0.69,2824.86,1939.58,0.73,1.07,8.87,6.79,2.52,19.25
0.59,4010.83,2381.87,0.73,1.23,9.3,6.05,2.84,19.24
0.64,3312.91,2107.46,0.75,1.18,9,7.86,2.66,19.24
0.92,2091.5,1872.7,0.77,0.78,13.11,6.62,1.92,19.22
0.79,2273.35,1804.86,0.7,0.88,7.53,7.01,2.22,19.22
1.31,1212.8,1593.3,0.57,0.49,8.96,6.04,1.38,19.21
0.82,2585.3,2126.5,0.74,0.87,8.52,6.17,2.13,19.2
1.21,1320.4,1598.2,0.62,0.55,8.22,7.67,1.48,19.19
0.88,2294.3,2025.1,0.72,0.81,9.37,4.37,2.01,19.19
1.5,945.3,1417.2,0.55,0.45,6.44,5.38,1.22,19.19
0.64,2859.8,1816.23,0.7,1.1,12.06,7.5,2.74,19.19
0.71,2001.1,1421.4,0.7,0.99,13.48,13.27,2.47,19.18
0.69,2456.9,1772,0.72,1.01,11.12,7.92,2.51,19.17
1.31,1212,1589.8,0.57,0.49,9.12,6.4,1.38,19.15
0.71,3598.74,2558.94,0.74,1.04,7.67,6.12,2.39,19.14
0.77,2603.88,2018.48,0.62,0.8,10.64,8.76,2.27,19.14
0.71,2850.46,2013.2,0.7,0.99,5.5,4.73,2.44,19.12
0.87,2044.43,1771.28,0.69,0.79,11.6,6.57,2.01,19.11
0.61,3169.96,1927.51,0.74,1.21,8.93,7.03,2.74,19.1
1.1,2177.1,2393.75,0.7,0.63,7.34,6.11,1.63,19.1
1.2,1302.7,1569.5,0.5,0.5,11.66,6.15,1.53,19.09
1.08,1774.09,1910.72,0.71,0.66,8.63,7.47,1.66,19.09
1.22,1275.3,1558.1,0.63,0.55,8.31,7.63,1.46,19.08
0.53,6134.47,3271.74,0.78,1.46,5.56,4.6,3.05,19.08
0.74,2635.27,1938.88,0.71,0.97,10.94,6.16,2.33,19.08
0.8,2543.61,2040.66,0.72,0.89,12.33,5.95,2.15,19.08
0.6,3443.58,2053.56,0.74,1.24,7.33,5.83,2.8,19.07
0.78,2090,1637,0.63,0.89,14.4,5.38,2.26,19.06
0.82,2285.23,1866,0.68,0.83,10.63,6.87,2.16,19.06
0.76,2712.98,2058.91,0.69,0.91,5.32,4.4,2.28,19.06
1.23,1259,1554.4,0.62,0.54,8.32,7.8,1.45,19.05
0.73,2498.62,1814.8,0.69,0.95,5.39,4.63,2.37,19.05
0.6,3941.76,2359.99,0.75,1.26,10.55,4.56,2.76,19.04
0.73,2768.83,2034.1,0.73,0.99,11.65,5.81,2.32,19.03
0.63,3477.1,2199.77,0.75,1.19,9.02,7.87,2.65,19.01
0.65,3431.5,2239.3,0.78,1.12,9.26,6.75,2.59,19
0.64,3304.22,2103.18,0.75,1.18,9.01,7.87,2.63,18.98
2.62,66.78,175.16,0.68,0.26,4.26,3.89,0.71,18.98
0.9,2562.69,1805.57,0.6,0.67,8.55,7.89,1.99,18.98
1.23,1266.3,1559.5,0.62,0.54,8.13,7.33,1.44,18.97
0.86,2600.9,2243.3,0.71,0.81,8.23,6.5,2.02,18.97
0.9,2086.4,1876.1,0.65,0.8,10.08,9.54,1.96,18.97
0.68,3024.16,2059.08,0.7,1.03,8.61,6.73,2.52,18.97
0.77,2665.6,2061.5,0.76,0.91,9.24,5.61,2.22,18.96
0.64,2831.62,1819.7,0.73,1.14,16.44,6.07,2.62,18.96
0.81,2886.65,2330.6,0.72,0.89,7.1,5.56,2.14,18.95
0.95,2606.05,2464.41,0.7,0.74,5.83,4.7,1.85,18.95
0.62,4295.23,2678.69,0.74,1.19,6.82,4.22,2.7,18.95
2.19,1055.1,2308,0.57,0.3,5.44,4.5,0.84,18.94
0.97,1897.1,1837.2,0.65,0.69,9.04,6.63,1.82,18.94
0.79,2350.5,1866.76,0.7,0.88,11.98,7.35,2.19,18.94
0.84,2455.71,2062.69,0.69,0.82,4.76,4.09,2.08,18.94
0.84,2603.21,2188.45,0.72,0.86,9.57,5.96,2.05,18.94
0.8,3156.42,2535.52,0.72,0.89,5.97,5.5,2.14,18.94
0.99,2004.3,1976.7,0.75,0.71,9.23,8.86,1.77,18.93
0.64,3339.89,2133.74,0.75,1.17,8.97,7.82,2.61,18.93
1.31,0,0,0.57,0.52,4.4,2.8,1.38,18.92
0.64,3272.55,2084.25,0.75,1.18,8.89,7.71,2.62,18.92
0.81,1839.22,1482.87,0.69,0.85,12.62,9.98,2.16,18.91
0.73,2919.66,2123.47,0.72,0.99,8.38,7.08,2.35,18.91
0.77,1808.48,1398.32,0.68,0.88,17.22,17.16,2.27,18.9
0.8,2821.26,2268.34,0.71,0.89,8.14,6.16,2.15,18.9
0.72,2777.4,2092.5,0.67,0.92,9.23,6.61,2.35,18.9
1.22,1263.2,1547.4,0.62,0.54,8.14,7.68,1.45,18.89
1.04,1631.6,1699.2,0.59,0.66,9.8,7.11,1.71,18.89
0.81,2886.65,2330.6,0.72,0.89,7.1,5.56,2.14,18.89
0.84,2762.35,2311.78,0.73,0.87,8.3,6.33,2.06,18.89
0.84,2737.15,2290.51,0.7,0.84,7.25,6.54,2.07,18.89
1.06,1675.09,1770.06,0.67,0.63,9.53,8.66,1.68,18.88
0.72,3059.33,2205.02,0.71,0.98,10.17,6.28,2.36,18.88
0.86,2101.96,1815.39,0.66,0.76,7.13,6.22,2.05,18.86
0.9,2561.42,1804.03,0.6,0.67,8.55,7.87,1.96,18.86
0.76,2118.49,1604.39,0.69,0.92,10.66,9.05,2.27,18.85
1.23,1279.8,1571.2,0.62,0.54,8,7.49,1.43,18.84
1.32,1194.3,1580.6,0.55,0.48,8.77,5.85,1.35,18.83
0.87,1432.8,1245.2,0.67,0.77,13.96,13.62,2,18.83
0.64,3173.64,2032.77,0.75,1.17,8.96,7.81,2.59,18.83
0.97,1847.74,1789.08,0.68,0.71,9.64,7.84,1.82,18.83
0.87,2245.66,1964.24,0.67,0.76,8.02,7.25,1.99,18.83
0.83,986.54,822.5,0.66,0.79,17.52,17.46,2.11,18.83
0.95,1885,1798,0.72,0.73,12.14,5.49,1.83,18.82
0.93,0,0,0.71,0.76,5.02,3.29,1.88,18.82
0.61,3611.09,2199.92,0.73,1.21,7.52,6.39,2.73,18.82
0.85,2439.55,2080.88,0.71,0.83,11.03,5.28,2.01,18.82
0.81,2266.3,1831.8,0.68,0.86,10.82,6.66,2.13,18.81
0.77,3301.7,2527.3,0.78,0.96,8.24,5.24,2.19,18.81
0.63,3791.81,2403.54,0.75,1.18,8.05,4.91,2.61,18.8
2.68,712.5,1907.2,0.55,0.24,5.07,4.39,0.69,18.79
0.64,3332.8,2129.17,0.75,1.17,8.98,7.81,2.59,18.79
0.85,1830.05,1552.39,0.66,0.78,11.17,9.95,2.06,18.79
0.7,2722.56,1907.97,0.73,1.04,8.56,6.97,2.41,18.79
0.81,1568.17,1270.42,0.69,0.85,14.14,13.85,2.14,18.78
0.77,2384.3,1837,0.71,0.89,8.76,7.46,2.21,18.77
0.76,1865.89,1408.95,0.69,0.92,13.22,12.53,2.27,18.77
1.06,0,0,0.48,0.65,5.74,3.65,1.69,18.76
0.68,3451.27,2348.11,0.74,1.09,8.27,7.02,2.44,18.76
0.88,1394.83,1225.57,0.66,0.75,10.76,10.67,1.99,18.76
0.99,1910.6,1900.8,0.71,0.7,9.95,6.82,1.76,18.75
0.82,2246.1,1842.6,0.64,0.85,12.09,4.46,2.1,18.75
0.81,1820.9,1482.2,0.67,0.85,12.55,9.93,2.13,18.74
0.7,3253.45,2289.95,0.71,1.01,6.88,6.38,2.42,18.74
0.61,4678.52,2877.23,0.75,1.21,5.74,5.03,2.69,18.74
0.95,1474.87,1330.43,0.53,0.55,5.86,4.98,1.87,18.74
0.87,1448.88,1244.57,0.61,0.71,14.14,13.85,2,18.74
0.84,1212.99,1016.04,0.7,0.84,15.48,8.61,2.04,18.73
0.74,2240.6,1661.9,0.67,0.96,14.25,5.52,2.32,18.72
0.85,1826.45,1548,0.67,0.79,11.3,10.11,2.05,18.72
0.78,2417.15,1893.16,0.69,0.88,8.16,6.44,2.19,18.7
